index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,09_30_centroid,19_00_centroid,distance_in_meters_from_centroid
3883,Gowramma building,12.846977,77.6557463,Apartment,"Electronic City, Bengaluru",0.8439774864339898,1.1694270141356646,4,4,256
3884,Home Electronic City,12.8462987,77.6520142,Apartment,"Electronic City, Bengaluru",1.23217616886109,0.7904442567010592,8,9,536
3885,LAA Moonstone,12.8358052,77.6644558,Apartment,"Electronic City, Bengaluru",1.0587193065229048,2.076813930824082,6,6,353
3886,KGS HOMES,12.8503207,77.6554587,Apartment,"Electronic City, Bengaluru",1.0220026835821001,1.366475158163588,5,5,312
3889,VBM Maple,12.8498899,77.6457023,Apartment,"Electronic City, Bengaluru",1.9790980788947448,0.896891526912729,9,10,616
3890,Ittina Mahaveer Apartments,12.8410322,77.6484401,Apartment,"Electronic City, Bengaluru",1.6814288405685274,0.2460908320540873,7,8,464
3892,Sai Krishna Residency,12.848402,77.6521249,Apartment,"Electronic City, Bengaluru",1.2639265980998542,0.9622702585501176,8,8,490
3893,GRK RESIDENCY,12.8311639,77.6676844,Apartment,"Electronic City, Bengaluru",1.6372831601600166,2.6021717582845665,9,9,533
3894,Lokesh Reddy Building,12.849542,77.655001,Apartment,"Electronic City, Bengaluru",1.020659428754254,1.2711536367185248,5,6,345
3897,Ajmera Nucleus Apartments,12.8496696,77.680249,Apartment,"Electronic City, Bengaluru",1.8985196331850325,3.778734416327769,11,12,708
3898,Sri Venkateshwara Residency,12.8466851,77.6552184,Apartment,"Electronic City, Bengaluru",0.8935116632383424,1.1036345023012981,7,7,428
3899,Electronic City Bengaluru,12.8452145,77.6601695,Apartment,"Electronic City, Bengaluru",0.34269262010979873,1.5464285339022217,2,2,112
3900,Yuvraj Residency,12.8562359,77.6774215,Apartment,"Electronic City, Bengaluru",1.9551015784108725,3.7311331429223333,14,14,867
3901,Bellandur gate,12.8479996,77.6655628,Apartment,"Electronic City, Bengaluru",0.38882287120681225,2.1944679861657233,4,4,238
3903,MANYA Hi-Living,12.8499394,77.6535815,Apartment,"Electronic City, Bengaluru",1.177856364538182,1.1948832495226827,6,7,409
3904,"Godrej Nurture, Electronic City, Bangalore",12.8344182,77.6606818,Apartment,"Electronic City, Bengaluru",1.2395989382084724,1.761672235789779,7,7,404
3905,Royal Sai Homes - Serviced Apartment,12.8529704,77.6562283,Apartment,"Electronic City, Bengaluru",1.1520658888849662,1.637490297986901,6,6,361
3906,Shriram SUMMITT LANDOWNER UNITS,12.8408719,77.6643847,Apartment,"Electronic City, Bengaluru",0.5014766987741498,1.9604166965093472,4,4,251
3907,Sicindri Residency,12.8476917,77.6453664,Apartment,"Electronic City, Bengaluru",1.9661145031424807,0.6582172673367793,11,12,746
3908,sushil_home,12.8424871,77.6461849,Apartment,"Electronic City, Bengaluru",1.884217747824469,0.07286487544133848,9,9,554
3909,KSSIDC Complex,12.8395548,77.6622838,Apartment,"Electronic City, Bengaluru",0.6447815272988698,1.7483343467044583,4,4,240
3910,NLR Residency,12.8494539,77.6549284,Apartment,"Electronic City, Bengaluru",1.0231303207129407,1.2587405584194404,5,6,348
3911,Aubree @Electronic City,12.840474,77.6517747,Apartment,"Electronic City, Bengaluru",1.3612434012699084,0.6097430733193404,6,6,379
3912,Amethyst Central Serviced Apartments,12.85112,77.657199,Apartment,"Electronic City, Bengaluru",0.9305652464722537,1.5657838100666126,4,5,277
3913,SLR Habitat,12.8483691,77.6551437,Apartment,"Electronic City, Bengaluru",0.9523396000474862,1.1995787750213107,6,6,380
3914,Krishna Reddy Building,12.8495549,77.6552205,Apartment,"Electronic City, Bengaluru",1.000352031734073,1.2898043911171055,5,6,345
3915,Genesis Ecosphere,12.8408826,77.6497294,Apartment,"Electronic City, Bengaluru",1.552865895729922,0.38386459036992365,7,7,431
3916,House,12.8436868,77.640993,Apartment,"Electronic City, Bengaluru",2.4279607332747752,0.6136656149510453,11,12,739
3917,Ooo,12.8670236,77.6620705,Apartment,"Electronic City, Bengaluru",2.4235206073724695,3.2785777803058305,15,16,949
3918,Rakshahomes,12.8498317,77.6544843,Apartment,"Electronic City, Bengaluru",1.0852356329203798,1.2529212246198385,6,7,399
3919,Kalpavruksha,12.8397041,77.6501611,Apartment,"Electronic City, Bengaluru",1.5557644869219551,0.47888110308137294,7,8,451
3920,Colive Imperia PG,12.8521846,77.6661837,Apartment,"Electronic City, Bengaluru",0.8294932730687116,2.4401056933818634,7,7,421
3922,VBM Pride,12.8461069,77.6528592,Apartment,"Electronic City, Bengaluru",1.1390465501820843,0.8517325252167172,8,9,516
3923,Vishal's apartment,12.8474924,77.6817533,Apartment,"Electronic City, Bengaluru",2.0126160388652465,3.89132660263724,13,13,806
3924,Garudadri Serviced Apartments,12.8375282,77.6498562,Apartment,"Electronic City, Bengaluru",1.6951545517575788,0.6138514354305985,9,9,564
3925,Prime,12.8411679,77.6643814,Apartment,"Electronic City, Bengaluru",0.4694027311358889,1.9585129731557633,4,4,256
3926,Ashika residency,12.8605584,77.6707606,Apartment,"Electronic City, Bengaluru",1.8818889477573448,3.3680371534394795,16,17,996
3927,Keerthana Apartment,12.8493058,77.673562,Apartment,"Electronic City, Bengaluru",1.1968820664204225,3.066592489321912,11,11,678
3928,Jeevasimhalaya,12.8472727,77.6826985,Apartment,"Electronic City, Bengaluru",2.111620335507854,3.9887240918689515,13,13,795
3930,House for rent in Electronic city 1Bhk 2Bhk Room for rent in Electronic city,12.8523238,77.6638879,Apartment,"Electronic City, Bengaluru",0.7874503058136507,2.2316933823430376,4,4,256
3931,symphony suites,12.8358066,77.6644372,Apartment,"Electronic City, Bengaluru",1.058334087598077,2.0748555359479077,6,6,353
3932,Rosario StayAbode,12.8397125,77.6501636,Apartment,"Electronic City, Bengaluru",1.5551448178309104,0.47865232557257703,7,8,451
3933,Golden Abode,12.8511452,77.6735252,Apartment,"Electronic City, Bengaluru",1.284292191076392,3.124336704050654,12,12,725
3934,Concorde Cuppertino,12.8414474,77.6531316,Apartment,"Electronic City, Bengaluru",1.1842638305218114,0.7387591435740157,7,7,405
3935,Maka sundance,12.8430636,77.656476,Apartment,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
3937,Hamlet Stays Pollux PG in Electronic City Bangalore,12.8519677,77.6669922,Apartment,"Electronic City, Bengaluru",0.8446473651790274,2.506842178904071,7,7,402
3938,Ajmera Nucleus,12.8497821,77.6797837,Apartment,"Electronic City, Bengaluru",1.8531830781989311,3.7325993574853253,11,12,710
3939,CoHo Electronic City,12.8477441,77.6436761,Apartment,"Electronic City, Bengaluru",2.1485137507619707,0.7160394409938674,11,12,707
3940,Laasya pride,12.8572046,77.6461591,Apartment,"Electronic City, Bengaluru",2.2865648794500832,1.7077674760083603,13,14,839
3941,Zenstays - Zencity Campus,12.8484896,77.67175,Apartment,"Electronic City, Bengaluru",0.9807910133427618,2.8531347867224,13,13,782
3946,The Nest Electronic City,12.858531,77.674159,Apartment,"Electronic City, Bengaluru",1.8854122925298713,3.5417187815880484,14,14,851
3948,FOLK Residency,12.8429241,77.6534924,Apartment,"Electronic City, Bengaluru",1.0977868599005611,0.7857122984808058,8,8,465
3949,Velankani Tech Park,12.8491204,77.6582893,Apartment,"Electronic City, Bengaluru",0.6947072628007551,1.5281205396290418,3,3,205
3950,Electronics City Phase 1,12.8430636,77.656476,Apartment,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
3951,Grexter orion,12.8392021,77.6466313,Apartment,"Electronic City, Bengaluru",1.9317540893994063,0.29593404312509053,9,10,574
3952,BDA Complex,12.8400431,77.6631622,Apartment,"Electronic City, Bengaluru",0.5807137321552095,1.835874786141619,4,4,240
3953,Stanza Living Lisbon House,12.8481906,77.6571926,Apartment,"Electronic City, Bengaluru",0.7407436658975,1.372749015711634,6,6,357
3954,real estate business bangalore,12.846891,77.645209,Apartment,"Electronic City, Bengaluru",1.9728688961385932,0.5738551578305886,12,13,772
3955,Zolo Euphoria Co-Living %7C Redefining PG,12.8492421,77.6551328,Apartment,"Electronic City, Bengaluru",0.9927360296630633,1.2597412860479407,5,6,355
3962,DODDATHOGUR HATHWAY BROBADBAND,12.8503629,77.6532098,Apartment,"Electronic City, Bengaluru",1.2350443166922112,1.2053927241257667,6,7,408
3965,PrimeCity Swimming Pool,12.8487151,77.6483497,Apartment,"Electronic City, Bengaluru",1.6687978261875676,0.7944557649334696,10,10,627
3966,MedPlus Ajmera Infinity Apartment,12.8444095,77.6479151,Apartment,"Electronic City, Bengaluru",1.6738735310524042,0.3327443620398847,11,12,692
3967,Electronic city,12.8331012,77.6684906,Apartment,"Electronic City, Bengaluru",1.4634944147331694,2.591951673868414,8,8,478
3968,Equinox Tech Park,12.8498867,77.6574463,Apartment,"Electronic City, Bengaluru",0.8192758009352592,1.5005314832069132,3,4,228
3969,Hotel Fortune Suites Electronic City,12.8517158,77.6681308,Apartment,"Electronic City, Bengaluru",0.8863955075667739,2.605811930068356,14,15,901
3970,HELLO PG FOR GENTS,12.8493937,77.6557824,Apartment,"Electronic City, Bengaluru",0.9383580337520095,1.3245131249851134,5,5,322
3974,Sajawat (The Furnishing Studio) ELECTRONIC CITY,12.8413639,77.6493792,Apartment,"Electronic City, Bengaluru",1.573378857281817,0.33494747429646965,7,7,446
3975,Dr Batra%E2%80%99s Homeopathy Clinic,12.8409948,77.6510982,Apartment,"Electronic City, Bengaluru",1.4084727573160536,0.5255890380012296,7,7,406
3980,Titan Bangalore New Office Electronic City,12.8412314,77.6736508,Office,"Electronic City, Bengaluru",1.2053633684143246,2.9627789671046,9,9,527
3981,Infosys Ltd (Corporate Office),12.8458944,77.6629141,Office,"Electronic City, Bengaluru",0.08344606126330364,1.8534285518914606,4,4,238
3982,India Post,12.8398847,77.6630109,Office,"Electronic City, Bengaluru",0.5990421237144549,1.8215973702999022,4,4,249
3983,"Earth block, DXC Office",12.8524696,77.6615528,Office,"Electronic City, Bengaluru",0.8241767845905408,2.0294878003598895,4,4,226
3984,Office,12.8380756,77.6566631,Office,"Electronic City, Bengaluru",1.0775732642763947,1.1962170971597093,8,8,496
3985,"HP %26 DXC Office, Suryawave",12.8471441,77.6590347,Office,"Electronic City, Bengaluru",0.5104940202282215,1.498029148370393,3,3,193
3986,Titan Company Limited,12.8411118,77.6734777,Office,"Electronic City, Bengaluru",1.193046086052772,2.944357595124932,9,9,526
3987,CGI,12.8412294,77.6673679,Office,"Electronic City, Bengaluru",0.6267310876576255,2.2818680742255957,6,6,337
3988,SEW Office Bangalore,12.8397101,77.6615924,Office,"Electronic City, Bengaluru",0.6455570610540299,1.6716707801498167,4,4,213
3989,nAble Co-working Office Space,12.8397492,77.6616898,Office,"Electronic City, Bengaluru",0.6383781069080134,1.6815149338983717,4,4,215
3990,Infosys MNC Building,12.8412829,77.6643536,Office,"Electronic City, Bengaluru",0.4562662020736372,1.955048684286643,4,4,258
3991,Income Tax Department,12.8499942,77.6689186,Office,"Electronic City, Bengaluru",0.8023870494544318,2.611095418962522,7,7,434
3992,Software Technology Parks of India Network Operations Center,12.8384297,77.6630963,Office,"Electronic City, Bengaluru",0.7602531854688683,1.8570397313927258,5,5,298
3993,Hewlett Packard Enterprise - Electronic City Campus,12.8536109,77.6602356,Office,"Electronic City, Bengaluru",0.9870072462478797,1.9959360375158104,5,5,271
3994,GoodWorks CoWork,12.8421071,77.6684583,Office,"Electronic City, Bengaluru",0.6574488936867152,2.3992181903660845,6,6,334
3995,HCL Technologies,12.849919,77.6573626,Office,"Electronic City, Bengaluru",0.8285995903142497,1.4954061417221884,4,4,263
3996,Titan Company,12.8417322,77.6662078,Office,"Electronic City, Bengaluru",0.5014697940323621,2.155098569469973,5,5,303
3997,Cyient Limited,12.8368765,77.6624353,Office,"Electronic City, Bengaluru",0.9375710622558668,1.831478683050914,5,5,319
3998,Tata Consultancy Services,12.8474356,77.6791015,Office,"Electronic City, Bengaluru",1.7267868206787496,3.606808217248147,12,12,719
3999,3M India Limited,12.8436128,77.6597395,Office,"Electronic City, Bengaluru",0.43034942343574156,1.4669984725127572,4,4,216
4000,BESCOM Office,12.8362384,77.6637969,Office,"Electronic City, Bengaluru",1.004767430513022,1.9937626826734896,6,6,362
4001,Electronic citi Post office,12.8398807,77.6628059,Office,"Electronic City, Bengaluru",0.6011787556498704,1.7995884833635634,4,4,230
4002,HPI,12.8411055,77.6659195,Office,"Electronic City, Bengaluru",0.5408528038999283,2.1254083098257452,5,5,327
4003,Doddathogur Panchayat Office,12.8536037,77.6555502,Office,"Electronic City, Bengaluru",1.2536019186252578,1.6456469071150646,6,6,363
4004,"Focus Towers, Infosys",12.8449962,77.6665971,Office,"Electronic City, Bengaluru",0.3554214498192453,2.2249770961283972,7,7,435
4005,Edgeverve Office,12.8463589,77.6615767,Office,"Electronic City, Bengaluru",0.22579681631042248,1.7274235592475462,2,2,118
4006,Infosys Building 1,12.8458794,77.6630264,Office,"Electronic City, Bengaluru",0.07603848916816772,1.8648396574017085,4,4,235
4007,Hewlett Packard Enterprise,12.8542469,77.6608535,Office,"Electronic City, Bengaluru",1.0344164506966327,2.0928999609561507,5,5,304
4008,"OpenTap, Electronic City, Bangalore",12.8524562,77.667563,Office,"Electronic City, Bengaluru",0.9221364163650388,2.586603513943531,14,15,888
4009,HCL Technologies Ltd.,12.8437363,77.6718032,Office,"Electronic City, Bengaluru",0.9341440612352783,2.7696455153502946,6,7,390
4010,R And D block 3M India,12.8432905,77.659674,Office,"Electronic City, Bengaluru",0.4530080716255488,1.4555764988669115,3,3,203
4011,Infosys Building 5,12.8468614,77.6620414,Office,"Electronic City, Bengaluru",0.22607230666118625,1.7922781772522236,5,5,307
4012,Electronic city,12.8436733,77.6791126,Office,"Electronic City, Bengaluru",1.7201274473971995,3.5599011902949584,14,14,854
4013,Infosys Limited,12.8428604,77.6601256,Office,"Electronic City, Bengaluru",0.43825573020422437,1.499900016844864,7,7,408
4014,Prestige Alecto,12.8451168,77.6620927,Office,"Electronic City, Bengaluru",0.13513315882284757,1.7471606535228628,1,1,44
4015,Wipro electronic City,12.8371423,77.6599657,Office,"Electronic City, Bengaluru",0.9738691866486414,1.5681836482396956,5,5,307
4016,EIT Services India Pvt. Ltd.,12.8530933,77.6619941,Office,"Electronic City, Bengaluru",0.8826544423089828,2.108946992737146,4,4,240
4017,Electronic City Phase 2,12.8477287,77.675539,Office,"Electronic City, Bengaluru",1.3516847694838656,3.2334817830700424,11,11,663
4018,Wipro Limited,12.8384639,77.6562719,Office,"Electronic City, Bengaluru",1.075695813610936,1.14164528508694,5,6,336
4019,Infosys Building 6,12.8467211,77.6624927,Office,"Electronic City, Bengaluru",0.1858200546589575,1.834170593830745,5,5,309
4021,Wipro Limited - Gate 4,12.8376979,77.6608416,Office,"Electronic City, Bengaluru",0.8834077782209201,1.639559575447052,6,6,356
4022,Equinox Building Infosys Limited,12.8468138,77.6612824,Office,"Electronic City, Bengaluru",0.2811022346101356,1.7125529163847342,2,2,110
4023,Wipro Limited - Gate 1,12.83858,77.662682,Office,"Electronic City, Bengaluru",0.7464323824789835,1.809667805671882,6,6,335
4024,Purva Gainz,12.8662484,77.6568443,Office,"Electronic City, Bengaluru",2.437100857377833,2.9430035316971663,14,15,921
4025,HPE,12.8400732,77.6645861,Office,"Electronic City, Bengaluru",0.5929281645251138,1.9890580490087046,4,4,268
4026,SIS India - BANGLORE ELECTRONIC CITY Branch Office,12.8396453,77.684071,Office,"Electronic City, Bengaluru",2.3337454963931923,4.09901413604927,16,17,992
4027,NRN Holdings,12.8441699,77.6613237,Office,"Electronic City, Bengaluru",0.24917756810004205,1.6459386010225758,2,2,101
4028,Wipro - Gate 11,12.8375538,77.6581442,Office,"Electronic City, Bengaluru",1.0251512667820977,1.3669426846928923,5,5,288
4029,Infosys Building 7,12.846811,77.6627558,Office,"Electronic City, Bengaluru",0.1830438496627464,1.864374161350496,4,4,246
4030,Viteos Capital Market %26 Fund Services,12.8502566,77.6592701,Office,"Electronic City, Bengaluru",0.7085550101249503,1.685969865568943,4,5,282
4031,Infosys Crescent,12.8426244,77.6610466,Office,"Electronic City, Bengaluru",0.3838896437462393,1.5978511986899562,3,3,156
4032,Infosys New Building,12.8450811,77.6665016,Office,"Electronic City, Bengaluru",0.3444220959098834,2.2162650368992765,7,7,437
4033,Infosys Phase 1 - Hiranandani building,12.8422653,77.6613839,Office,"Electronic City, Bengaluru",0.39449763245525193,1.632743525292214,3,3,188
4034,Bharat Heavy Electricals Limited,12.8463643,77.6601685,Office,"Electronic City, Bengaluru",0.36397647462681176,1.5821486536579594,2,2,129
4035,Gate 6 Infosys ltd,12.8502621,77.6640127,Office,"Electronic City, Bengaluru",0.5607780701983162,2.1332141562607587,4,3,201
4036,G4S,12.8459613,77.6517262,Office,"Electronic City, Bengaluru",1.2604000475800363,0.7426711532421572,9,9,558
4037,HP Computing %26 Printing systems India Pvt. Ltd.,12.8430636,77.656476,Office,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
4038,"Wipro Limited, EC-III, Tower 8,",12.8366627,77.6599003,Office,"Electronic City, Bengaluru",1.026059815141467,1.5801689834284274,5,5,306
4039,Infosys Building 2,12.8457964,77.6624575,Office,"Electronic City, Bengaluru",0.1116574183842667,1.80276357962977,4,4,249
4040,Velankani Group,12.8498198,77.6604195,Office,"Electronic City, Bengaluru",0.5969133588607111,1.7661190489427916,5,5,275
4041,HP PPS India Services Private Limited,12.8385924,77.6645905,Office,"Electronic City, Bengaluru",0.7542200908547405,2.0125447704368007,5,5,284
4042,"Yash Technologies,Electronics City",12.8413017,77.667324,Office,"Electronic City, Bengaluru",0.6176574045774388,2.276882183495864,7,7,444
4043,Infosys Building 4,12.8464318,77.6619213,Office,"Electronic City, Bengaluru",0.2005441532007683,1.7655290667002403,5,5,282
4044,Mahindra Electric Corporate Office,12.8491582,77.6585233,Office,"Electronic City, Bengaluru",0.6776122544357541,1.55190068437936,3,4,215
4045,Merck Tower 1,12.8409422,77.6656924,Office,"Electronic City, Bengaluru",0.5444477660847097,2.1015981210636623,5,5,287
4046,Tata Power Service,12.8452869,77.6651523,Office,"Electronic City, Bengaluru",0.19756460360275677,2.0761504027109647,6,6,382
4047,Delta electronics india pvt. Ltd,12.8399611,77.6601856,Office,"Electronic City, Bengaluru",0.6810163811519139,1.5167458894871124,4,4,224
4048,Pratik Tech Park,12.8464088,77.6713392,Office,"Electronic City, Bengaluru",0.8775785499507528,2.758386991137839,6,6,376
4049,"LIC of India - RR Insurance Solutions, authorized LIC premium collection center",12.8504136,77.6562371,Office,"Electronic City, Bengaluru",0.9588077771737582,1.4356128380782134,4,5,283
4050,Building 9 Infosys,12.8473259,77.6639991,Office,"Electronic City, Bengaluru",0.2405755409869871,2.010124066490415,5,5,283
4051,Schneider Electric,12.8393436,77.6585703,Office,"Electronic City, Bengaluru",0.8363764476178045,1.3559419826667694,5,5,317
4052,Cyber Park,12.8378305,77.6636839,Office,"Electronic City, Bengaluru",0.8273480580029181,1.9337366649960632,5,5,304
4053,HP Inc,12.8411433,77.6655984,Office,"Electronic City, Bengaluru",0.5199233354640452,2.090461495585015,6,6,333
4054,Bharat Sanchar Nigam Limited (BSNL),12.8426035,77.663612,Office,"Electronic City, Bengaluru",0.2972992022926262,1.8755231696541244,5,5,314
4055,Project People Services Pvt. Ltd.,12.843235,77.6643,Office,"Electronic City, Bengaluru",0.24881389196097017,1.9543249958155882,5,6,331
4056,Hicai - Momentive,12.8477047,77.6621829,Office,"Electronic City, Bengaluru",0.29863491643392664,1.8379619598092831,2,2,138
4057,Konnapana Agrahara Grama Panchayath Office.,12.8532012,77.6637259,Office,"Electronic City, Bengaluru",0.8837298901853593,2.2695194792463793,5,5,280
4058,Kewaunee Labway India Pvt Ltd (Corporate Office),12.854555,77.6621794,Office,"Electronic City, Bengaluru",1.040727386796471,2.224677670001615,5,5,299
4059,"Infosys Limited, Building 12",12.8483488,77.6655247,Office,"Electronic City, Bengaluru",0.41753985403866745,2.202977742258308,4,4,234
4060,3M india ltd-Blr plant,12.8433418,77.6595955,Office,"Electronic City, Bengaluru",0.4577832342203417,1.4477618037490176,3,3,203
4061,Infosys Limited,12.8501103,77.6663331,Office,"Electronic City, Bengaluru",0.6296845824156042,2.355225422152501,4,4,254
4062,Office Of Assistance Commissioner,12.8392345,77.6617083,Office,"Electronic City, Bengaluru",0.6930164899785962,1.6923831195724406,4,4,241
4063,"F2, Mahesh Reddy Building,",12.8482751,77.6624073,Office,"Electronic City, Bengaluru",0.3495521740088483,1.8838675572395636,2,2,145
4064,Suhas Tech Park,12.840166,77.6644167,Office,"Electronic City, Bengaluru",0.578875170486742,1.9697776225834667,4,4,264
4065,TUV Rheinland New Building,12.8436607,77.6652137,Office,"Electronic City, Bengaluru",0.2710044826856169,2.0571857782545444,5,5,320
4066,EIT Services India Private Limited,12.8384383,77.6649765,Office,"Electronic City, Bengaluru",0.7795824517895011,2.056813741606373,5,5,292
4067,Infosys Building 34,12.850474,77.665971,Office,"Electronic City, Bengaluru",0.6463086203850731,2.3354468324179583,4,4,235
4068,ZED Tech Park,12.8374512,77.6625544,Office,"Electronic City, Bengaluru",0.8726964599175799,1.8256526743561712,5,5,309
4069,Robert Bosch Engineering and Business Solutions Private Limited,12.8377739,77.6637915,Office,"Electronic City, Bengaluru",0.8342530838030728,1.9465435331083742,6,5,324
4070,Infosys M %26 C (EC53),12.8418845,77.6602511,Office,"Electronic City, Bengaluru",0.5025506158865464,1.5092773088615121,6,7,393
4071,Gold Hill Excelsior Park,12.85061,77.6765659,Office,"Electronic City, Bengaluru",1.5532084320474333,3.419716927027245,11,12,700
4072,Alankit,12.8432399,77.6618974,Office,"Electronic City, Bengaluru",0.27337307708853326,1.6948385205861916,3,3,165
4073,GE Intelligence Training Center,12.8490103,77.6583396,Office,"Electronic City, Bengaluru",0.6828877189949675,1.5263260548064714,3,3,209
4074,Siemens Technology and Services Private Limited,12.8450867,77.6609407,Office,"Electronic City, Bengaluru",0.2597834494053711,1.6244650997939638,2,2,102
4075,M%26C,12.8424492,77.660231,Office,"Electronic City, Bengaluru",0.4591086231157397,1.5085766694245353,6,7,403
4076,Infosys Plot No 86 A And B,12.8435753,77.6612596,Office,"Electronic City, Bengaluru",0.29258371504588315,1.62996770200526,3,3,155
4077,Novellogic Systems Private Limited,12.8430636,77.656476,Office,"Electronic City, Bengaluru",0.7822855699742289,1.1082807441848457,4,4,234
4078,GoodWorks Infinity Park,12.8422002,77.6686594,Office,"Electronic City, Bengaluru",0.6706696090383865,2.421163879521282,6,6,336
4079,GHS Security Office,12.8469524,77.6780929,Office,"Electronic City, Bengaluru",1.6114484888358576,3.4900112287986627,11,12,709
4080,Royaloak Furniture Electronic City,12.8433127,77.6749961,Office,"Electronic City, Bengaluru",1.2831990081752178,3.1120932932339116,12,12,725
4081,TechnoSoft International LLP,12.8432084,77.6642362,Office,"Electronic City, Bengaluru",0.2486853069831469,1.9471978445139302,5,6,330
4082,Surya Wave Techpark,12.8470951,77.6589387,Office,"Electronic City, Bengaluru",0.5178377387861466,1.486317893153347,3,3,194
4083,GATE 2 INFOSYS LIMITED,12.8455462,77.6626966,Office,"Electronic City, Bengaluru",0.07555596257719281,1.8214326956387663,3,3,186
4084,Timken India Limited,12.8518032,77.6597298,Office,"Electronic City, Bengaluru",0.8253596556170958,1.8264701341716736,5,5,300
4085,STPI IoT Open Lab,12.8389435,77.663964,Office,"Electronic City, Bengaluru",0.7060507655132497,1.93888524924383,4,5,274
4086,Entco Software India Pvt. Ltd.,12.842297,77.6646119,Office,"Electronic City, Bengaluru",0.357885634556648,1.9826717541489607,5,5,289
4087,Infosys Gate 1,12.8413124,77.6609021,Office,"Electronic City, Bengaluru",0.5121171543519235,1.5809695836561946,3,3,183
4088,Rudhra Coworks,12.840116,77.6638772,Office,"Electronic City, Bengaluru",0.5753872279312092,1.9121121579958362,4,4,253
4089,Infosys ec47 gate3,12.8454794,77.6613635,Office,"Electronic City, Bengaluru",0.2145591801297744,1.6791554707994936,2,2,103
4090,Verifone,12.8378287,77.6637483,Office,"Electronic City, Bengaluru",0.8279009617097638,1.94057653607484,5,5,305
4091,Infosys Building 11,12.8489351,77.6647621,Office,"Electronic City, Bengaluru",0.43683440670033435,2.148106027684001,4,4,211
4092,Gold Hill Supreme Park (West Tower),12.8459815,77.6784114,Office,"Electronic City, Bengaluru",1.636944922222084,3.508319828938023,12,12,708
4093,Taneira Logistics Centre,12.8398246,77.6595097,Office,"Electronic City, Bengaluru",0.7329671939734125,1.4464906436140197,6,6,349
4094,Rto Consultants,12.8410943,77.6642908,Office,"Electronic City, Bengaluru",0.4750964940660242,1.949032680467559,4,4,253
4095,Micro Focus India,12.8420449,77.6647361,Office,"Electronic City, Bengaluru",0.38894971265685774,1.9956278649195827,5,5,285
4096,Infosys Heritage Building,12.8477413,77.6640967,Office,"Electronic City, Bengaluru",0.2878324115238083,2.0346141848904207,4,4,263
4097,Oppo Service Center Electronic City,12.8401566,77.6640906,Office,"Electronic City, Bengaluru",0.5737620860835285,1.9346875694905599,4,4,253
4098,OnMobile Global Limited,12.841078,77.665804,Office,"Electronic City, Bengaluru",0.5371079067435265,2.113017668607106,6,5,328
4099,Genpact,12.8390252,77.6645043,Office,"Electronic City, Bengaluru",0.7051983022907377,1.995218242443511,5,5,278
4100,Momentive MBS Office,12.845054,77.6649849,Office,"Electronic City, Bengaluru",0.18089775696963714,2.0536617131239243,6,6,386
4102,ESN World Laptop Service Center,12.8503415,77.6565029,Office,"Electronic City, Bengaluru",0.9309712896335612,1.452069906114285,4,5,271
4103,"GBS Systems %26 Services, Electronic City",12.8411138,77.6501613,Office,"Electronic City, Bengaluru",1.5003723152269766,0.4233281338808982,7,7,422
4104,Neridio Systems Pvt.Ltd,12.8446908,77.6624635,Office,"Electronic City, Bengaluru",0.11346998836416665,1.777466557017429,1,1,34
4105,ByDesign India,12.8500151,77.6586682,Office,"Electronic City, Bengaluru",0.7311976988479617,1.6168388425361444,4,4,265
4106,Centre for Development of Telematics (C-DOT),12.8444691,77.6690607,Office,"Electronic City, Bengaluru",0.6275070805559358,2.4815264327783457,7,7,409
4107,Wipro Campus (Electronic City SEZ),12.8375417,77.6564919,Office,"Electronic City, Bengaluru",1.134353555362954,1.201255782350512,8,8,501
4108,Mahindra Electric Mobility Limited,12.8489146,77.6602011,Office,"Electronic City, Bengaluru",0.5290926170713754,1.6967853240530022,5,6,331
4109,Ajmera Nucleus,12.8497821,77.6797837,Office,"Electronic City, Bengaluru",1.8531830781989311,3.7325993574853253,11,12,710
4110,JP Software Park,12.844366,77.6660391,Office,"Electronic City, Bengaluru",0.31016274239953323,2.15503762928047,8,8,466
4111,LIC Housing Finance Ltd Electronic City Business Center,12.8445162,77.6656315,Office,"Electronic City, Bengaluru",0.2629549605444609,2.1135108347312834,6,6,342
4112,Salarpuria Infozone,12.851517,77.658534,Office,"Electronic City, Bengaluru",0.8683024897964896,1.7049026118929902,4,5,286
4113,Sify Technologies Limited,12.8380118,77.6637885,Office,"Electronic City, Bengaluru",0.8078288487199825,1.9402406363200255,5,5,306
4114,Electronic City Traffic Police Station,12.8394479,77.6615385,Office,"Electronic City, Bengaluru",0.6751549329920808,1.6702958942064599,4,4,211
4115,Bangalore Bioinnovation Centre,12.8438799,77.6565638,Office,"Electronic City, Bengaluru",0.749503183609167,1.1323016893956313,4,4,213
4116,Mahindra LMM EVTech,12.8496098,77.6599697,Office,"Electronic City, Bengaluru",0.6052597029652185,1.7122283439548076,5,5,303
4117,"Wipro EC4, Tower 12",12.8366111,77.655836,Office,"Electronic City, Bengaluru",1.2592241892395746,1.1837134122380943,6,6,341
