index,Place_name,Latitude,Longitude,Category,Region,haversine_distance_from_centroid,haversine_distance_from_voosh_kitchen,19_00_centroid,distance_in_meters_from_centroid
14378,Site 03 diver,12.8962394,77.6069612,apartment,BILEKHALLIBILEB,2.5188105074385567,2.708043753275093,14,847
14379,Ashirwadha,12.893603,77.6061535,apartment,BILEKHALLIBILEB,2.550601381490751,2.643197785478995,13,757
14380,Sneha shyam apartment,12.8884342,77.6006352,apartment,BILEKHALLIBILEB,2.395412389953785,2.2232794739919193,11,660
14381,Anna house,12.8906306,77.5942497,apartment,BILEKHALLIBILEB,1.7619646147914936,1.4937193578428993,7,423
14382,Omshakthi residency,12.8887349,77.5965914,apartment,BILEKHALLIBILEB,2.0815883925492926,1.8171379016444855,9,563
14383,Arya's Residency,12.8859861,77.5960661,apartment,BILEKHALLIBILEB,2.3025219626495277,1.9399145589599025,13,765
14385,Vijaya Enclave Nethravathi Block,12.8912366,77.607393,apartment,BILEKHALLIBILEB,2.7924232819348,2.8217120783855267,12,741
14386,MASTER ROYAL MEENAKSHI APARTMENT,12.8756688,77.5923393,apartment,BILEKHALLIBILEB,3.212963123564736,2.599207946888049,17,1047
14388,Nitesh Hyde Park,12.8719304,77.5979211,apartment,BILEKHALLIBILEB,3.7963073973211756,3.256107869452206,20,1190
14389,Sri Bharani,12.8899392,77.5953591,apartment,BILEKHALLIBILEB,1.8943850868605971,1.6358494181514223,8,459
14391,Valmark Apas,12.8698939,77.6012582,apartment,BILEKHALLIBILEB,4.1478884322955345,3.6447589297341927,21,1235
14392,Krishna Prakash Apartments,12.9175952,77.6095787,apartment,BILEKHALLIBILEB,3.080865981591575,3.7839356953685996,22,1291
14393,Eshyavasya,12.8880466,77.5932474,apartment,BILEKHALLIBILEB,1.9529806755781216,1.5581300671100593,8,477
14394,Raja helix apartments,12.8949359,77.6100245,apartment,BILEKHALLIBILEB,2.8801489629802473,3.046180870554315,15,909
14395,Neley Apartment,12.8638633,77.5940564,apartment,BILEKHALLIBILEB,4.5332249319408975,3.884124968550354,19,1158
14396,Narasa Paa,12.8901177,77.5945899,apartment,BILEKHALLIBILEB,1.8298484291000634,1.5529025587811165,8,450
14397,Krishna Chaya,12.8896161,77.5946218,apartment,BILEKHALLIBILEB,1.8779511087039253,1.583150551336349,8,462
14398,Sobha Magnolia,12.923448,77.6010628,apartment,BILEKHALLIBILEB,2.8048119852406974,3.6178559950000655,21,1253
14399,Sarvamangala,12.8873875,77.5968866,apartment,BILEKHALLIBILEB,2.2213345551951664,1.921955157421102,10,585
14400,VKC Pride,12.8974718,77.6063804,apartment,BILEKHALLIBILEB,2.416857624656116,2.645699253147314,14,834
14403,Ajmera Green Acres,12.8674182,77.5940833,apartment,BILEKHALLIBILEB,4.148873724154215,3.515562018831885,18,1081
14406,MistyBlue Serviced Apartments,12.8930559,77.5983453,apartment,BILEKHALLIBILEB,1.8660113785008363,1.8205564765621642,9,549
14407,B%26B Opulent Spire,12.9216975,77.5997916,apartment,BILEKHALLIBILEB,2.5667123128966507,3.37939219117963,18,1101
14408,Yashmu Projects,12.889495,77.5977231,apartment,BILEKHALLIBILEB,2.093467002516133,1.8873198430992728,9,564
14411,Danish paradise A block,12.8948002,77.6085698,apartment,BILEKHALLIBILEB,2.7376151841353358,2.889965124535697,14,849
14412,The Chalet,12.8955541,77.6072152,apartment,BILEKHALLIBILEB,2.5705758766100777,2.7382182212127213,14,844
14413,Kavi Enclave,12.8935648,77.6072965,apartment,BILEKHALLIBILEB,2.6642757526197136,2.766586660691244,13,782
14419,Sunshine Suites-Grand Deluxe,12.8921911,77.5963039,apartment,BILEKHALLIBILEB,1.7684204885695163,1.6330317830743937,8,492
14420,Mantri Woodlands,12.8882303,77.5962656,apartment,BILEKHALLIBILEB,2.1059515493927,1.8150981241600417,11,649
14421,Simran Escstcy,12.8953721,77.6077937,apartment,BILEKHALLIBILEB,2.63639572893396,2.8018853459898114,14,819
14422,L%26T South City Park,12.8890599,77.5905853,apartment,BILEKHALLIBILEB,1.7329893532773457,1.2652865481718687,7,406
14423,WINDCHIMES,12.8889912,77.5977172,apartment,BILEKHALLIBILEB,2.135538717657313,1.911371175849285,10,591
14429,Misty Meridian,12.8773648,77.6108681,apartment,BILEKHALLIBILEB,4.051002304348099,3.8013601378858946,18,1073
14433,Mistyblue Stays,12.8926021,77.5959874,apartment,BILEKHALLIBILEB,1.7117068454133328,1.5865687750195563,8,472
14434,Masturlal House,12.8878119,77.5966444,apartment,BILEKHALLIBILEB,2.1676707734870257,1.8744947298290315,10,594
14438,ADHIINN,12.8851671,77.5951995,apartment,BILEKHALLIBILEB,2.3348642716725974,1.9265591683024124,13,762
14442,Sanmita pg guest house,12.8892062,77.5956637,apartment,BILEKHALLIBILEB,1.9797301234652462,1.7038077080421545,9,512
14443,REMAX Urbanwave,12.891115,77.606475,apartment,BILEKHALLIBILEB,2.7133409299948696,2.7277482627227405,12,725
14444,"241,SHREE",12.8925065,77.6061159,apartment,BILEKHALLIBILEB,2.6028135043936755,2.6580854479835043,12,745
14445,Matruchaya GR Comforts,12.8900314,77.5962523,apartment,BILEKHALLIBILEB,1.9452874822468906,1.7177590876756672,8,484
14447,Property in Bannerghatta Road,12.9123922,77.5995333,apartment,BILEKHALLIBILEB,1.849458998385559,2.5774846876271864,14,833
14457,Nethu Priyaa Home,12.8950017,77.6069945,apartment,BILEKHALLIBILEB,2.5705753992845914,2.7180329917387294,13,798
14459,OZOPROP Technologies Private Limited,12.8871508,77.5973648,apartment,BILEKHALLIBILEB,2.2729877438501616,1.9797913884184124,10,618
14465,Treebo Trip Akshaya Mayflower - Near IIM Bangalore,12.8956175,77.6081598,apartment,BILEKHALLIBILEB,2.6643159672421426,2.8401649810412533,14,836
14466,P Block,12.8933072,77.6038384,apartment,BILEKHALLIBILEB,2.3436974034085982,2.3997339474005495,11,664
14477,R.K. MOTORS,12.8952854,77.6084502,apartment,BILEKHALLIBILEB,2.7064768614973596,2.873470830920647,14,853
14478,Ecovinal International Pvt Ltd,12.887633,77.5978553,apartment,BILEKHALLIBILEB,2.262227929637663,1.9970183834404365,10,628
14479,OYO 4641 The Sangh Gunny,12.894307,77.609148,apartment,BILEKHALLIBILEB,2.8159770607462242,2.9570019935897145,15,886
14480,Infireads - Rent Books Bangalore,12.8881814,77.5969727,apartment,BILEKHALLIBILEB,2.1556118052305826,1.883641532940196,10,621
14482,KBR Properties %26 Promoters,12.8899762,77.5976534,apartment,BILEKHALLIBILEB,2.048431667803391,1.8581617830318051,9,539
14483,Hotel NestelInn,12.8927425,77.607048,apartment,BILEKHALLIBILEB,2.680059206961057,2.7531978369786176,13,765
14484,Classic Orchards,12.889838,77.5977686,apartment,BILEKHALLIBILEB,2.068207249518575,1.8758284790253357,9,546
14485,Sapthagiri Developers,12.914798,77.589121,apartment,BILEKHALLIBILEB,1.315733607286389,2.150696654375261,11,654
14486,Sri Nanjundeshwara Edifice,12.8887512,77.5969911,apartment,BILEKHALLIBILEB,2.106578098726082,1.8541427798348724,9,569
14488,Iyer-Foods,12.8887255,77.5953492,apartment,BILEKHALLIBILEB,2.0041160540414307,1.7016372843132177,8,484
14489,SRI BALAJI PG GENTS,12.8871936,77.593963,apartment,BILEKHALLIBILEB,2.072961882583673,1.6780402992887258,8,508
14493,Sreelakshmi Boutique,12.8948082,77.6091597,apartment,BILEKHALLIBILEB,2.797046017933653,2.953662890467184,15,894
14495,Vijaya Bank Layout Play Ground,12.8934846,77.6066854,apartment,BILEKHALLIBILEB,2.6082207662266566,2.7020926657482334,14,811
14497,Thirumala PG for gents,12.8902051,77.5958967,apartment,BILEKHALLIBILEB,1.9061678365177177,1.6746506797727265,8,473
14498,2nd Stage,12.8876427,77.59295,apartment,BILEKHALLIBILEB,1.9787892867929138,1.5617452799941929,8,489
14499,Hotel Metrovista,12.889136,77.5962152,apartment,BILEKHALLIBILEB,2.021426338779962,1.7598257591474376,9,540
14502,Primeco Spectrum,12.8910283,77.5964397,apartment,BILEKHALLIBILEB,1.8735644968621656,1.6913200880128916,8,455
14504,Raak Sapphire Private Limited,12.8870615,77.597434,apartment,BILEKHALLIBILEB,2.2854303828656337,1.991467443413643,11,638
14505,Shreenish Battery House,12.8969517,77.6073372,apartment,BILEKHALLIBILEB,2.532878696790879,2.748286606166163,14,868
14507,Nandini Milk Parlour (KMF),12.8916429,77.6064993,apartment,BILEKHALLIBILEB,2.6859037062757047,2.717435435260387,12,737
14508,Shree Venkateshwara Swamy Temple Trust,12.8979458,77.6065072,apartment,BILEKHALLIBILEB,2.4156232436930796,2.6615435495491466,14,858
14509,Sri Rajeshwari Hotel,12.896003,77.608639,apartment,BILEKHALLIBILEB,2.699457685213214,2.8905017310127143,15,877
14510,Sai Nest PG for Ladies,12.8900923,77.5957403,apartment,BILEKHALLIBILEB,1.9056360148229239,1.6649402126294668,8,471
14512,Rajashri Grandhim Hospitals,12.8915447,77.6045076,apartment,BILEKHALLIBILEB,2.5068283025603444,2.5092253948699446,11,684
14514,S . L.V . BATTERY House,12.889286,77.597065,apartment,BILEKHALLIBILEB,2.065148002398873,1.8334943855503982,11,660
14515,Embark Technocrates,12.8881528,77.593633,apartment,BILEKHALLIBILEB,1.962056149047565,1.5839389239947876,8,498
14516,Curryosity Kitchen,12.8956522,77.6089994,apartment,BILEKHALLIBILEB,2.748948697240181,2.930918930031198,15,872
14517,Naazare Wear House Mr Dinesh Kumarn G,12.887171,77.5936859,apartment,BILEKHALLIBILEB,2.061303250521956,1.6565209714525488,8,497
14518,Hire Fancy Services Private Limited,12.8903198,77.5973056,apartment,BILEKHALLIBILEB,1.994814423472067,1.8083160094992785,9,513
14519,Sumukha Constructions,12.9273137,77.5816295,apartment,BILEKHALLIBILEB,2.654905777527634,3.398603876847755,15,922
14520,TeamAV : Best Video production house in Bangalore,12.892663,77.6052245,apartment,BILEKHALLIBILEB,2.509773004541208,2.5599103427948995,12,717
14521,VGO SOLAR PVT LTD,12.8856736,77.5971469,apartment,BILEKHALLIBILEB,2.3945817941119634,2.0540368345409843,11,651
14522,A2Z Repairs,12.8909679,77.5954693,apartment,BILEKHALLIBILEB,1.8109511816737955,1.5970504428016674,7,434
14524,Dry Fruit House,12.8895222,77.5973972,apartment,BILEKHALLIBILEB,2.068079516949604,1.8541341032015461,11,659
14525,Rainbow Properties,12.9305116,77.5857644,apartment,BILEKHALLIBILEB,2.9862710266567416,3.7762908185138846,18,1099
14530,Swan Junior Schools,12.8894192,77.5977919,apartment,BILEKHALLIBILEB,2.1047209179346194,1.8976701182431506,9,565
14532,Tree House Play Group,12.890362,77.597232,apartment,BILEKHALLIBILEB,1.9859944258644096,1.7991332574965198,8,493
14534,Aliya furniture,12.889838,77.597769,apartment,BILEKHALLIBILEB,2.068236246993178,1.8758680278449777,9,546
14536,Omkar Nagar,12.8892687,77.5966852,apartment,BILEKHALLIBILEB,2.040852242430998,1.797774291822636,9,545
14537,Lucky dry fruits %26 Food,12.8961111,77.6088096,apartment,BILEKHALLIBILEB,2.713263803139805,2.9086658568439026,15,879
14538,Faasos BG Arkere Road,12.8881187,77.5973375,apartment,BILEKHALLIBILEB,2.1851432019225263,1.921327852394415,11,632
14539,SAI ART CREATIONS,12.8893038,77.5983415,apartment,BILEKHALLIBILEB,2.1539090755343944,1.9570274655616988,10,616
14540,BESTO CHEMICALS,12.8871607,77.5942847,apartment,BILEKHALLIBILEB,2.0927258337708956,1.7074506720715035,9,515
14544,Karthik Clinic %26 Karthik Ultrasound Scan Centre,12.8872815,77.5923362,apartment,BILEKHALLIBILEB,1.9875119156376237,1.538916793489384,8,468
14545,Bhawna's Soft Toys Center,12.8901331,77.5972443,apartment,BILEKHALLIBILEB,2.005906778431001,1.8105540451613424,9,519
14548,SLV Apartments,12.8783738,77.5986342,apartment,HULIMAVU,3.176636152053875,2.7264753416766006,15,918
14551,Janhavi Paradise Apartments,12.8771024,77.6127929,apartment,HULIMAVU,4.218453234887055,3.9908679512165284,19,1150
14552,Windsor Meenakshi Apartments,12.880512,77.5978341,apartment,HULIMAVU,2.92601178316303,2.4925715074169927,14,827
14553,278-Silver Shades Apartments,12.8722344,77.6008367,apartment,HULIMAVU,3.893479448939818,3.407151719502986,18,1051
14554,Valmark Ananda,12.865677,77.5996522,apartment,HULIMAVU,4.512598178527065,3.9506561727380434,19,1157
14555,Garudadri Apartments,12.8811494,77.6009125,apartment,HULIMAVU,3.0398710356773804,2.686998955354814,15,885
14557,KVR- SAI KRUTHI,12.876086,77.605241,apartment,HULIMAVU,3.7702887717517912,3.411182624020041,19,1124
14560,Anarghya Mansion,12.8806475,77.5990967,apartment,HULIMAVU,2.9805168750167823,2.578324129328964,14,841
14561,SLN Residency Hulimavu,12.8665019,77.6018547,apartment,HULIMAVU,4.517966461231439,3.994215395000729,20,1201
14563,Arjun enclave apartment,12.877338,77.6032485,apartment,HULIMAVU,3.5326825225854743,3.1580643844798666,17,1027
14565,Kimatra Magan Rise Apartment,12.8806159,77.6025721,apartment,HULIMAVU,3.1928078320555064,2.863548963550356,15,924
14567,DS Max Serene Apartment,12.8766207,77.6022767,apartment,HULIMAVU,3.5422809495028647,3.138401419858372,17,1024
14568,Anargya Apartments,12.8801251,77.5990178,apartment,HULIMAVU,3.026246022837541,2.612951015219742,14,853
14569,Classic Living,12.8749903,77.5992261,apartment,HULIMAVU,3.5415254378504977,3.0575514434141224,17,1021
14570,Sri Sai Nivasa Apartments,12.8754326,77.6047306,apartment,HULIMAVU,3.7982068500628317,3.4204487538079698,19,1129
14571,"%2325, Sri Sai Paradise Apartments",12.8761059,77.5993219,apartment,HULIMAVU,3.4349413365890915,2.9669162282369177,16,970
14572,Suraksha Tranquil Gardens,12.8792096,77.608069,apartment,HULIMAVU,3.6937645772766374,3.43512182604363,17,1049
14576,Pride Regalia,12.8790644,77.5958398,apartment,HULIMAVU,2.976897941206929,2.4746794034101995,14,825
14577,OM SRI SAI RESIDENCY,12.8763935,77.6034549,apartment,HULIMAVU,3.6324616321232965,3.2467654787374576,18,1065
14578,Silicon celesta,12.8726489,77.6012431,apartment,HULIMAVU,3.871981735693615,3.397278259659732,18,1072
14579,Srinidhi Paradise,12.8753529,77.5995579,apartment,HULIMAVU,3.5212300155109917,3.048091039532022,17,1000
14580,Windsor Heritage apartment,12.8807377,77.5979271,apartment,HULIMAVU,2.9087934746840745,2.4814606299412887,14,820
14581,Advith Residency,12.8752441,77.6025543,apartment,HULIMAVU,3.688551565340657,3.2697992397122415,19,1122
14583,SIGMA STAY,12.8667545,77.598501,apartment,HULIMAVU,4.35718458912989,3.78571009901021,18,1096
14587,Vimal Classic,12.8809858,77.6023552,apartment,HULIMAVU,3.1457746379708453,2.819506405638039,15,919
14588,Simha,12.8794766,77.6068985,apartment,HULIMAVU,3.5867938404030473,3.3141673301470966,17,1021
14590,Heritage Apartment,12.8794874,77.5944588,apartment,HULIMAVU,2.877093791042993,2.3481817095998205,16,972
14591,Prabhavati Vasanti,12.8762108,77.6049287,apartment,HULIMAVU,3.7393597441946373,3.3768387722593514,19,1113
14592,Tavaru Apartment,12.8820414,77.6016109,apartment,HULIMAVU,3.0034537818507867,2.683660413982637,15,895
14593,Srinidhi Paradise,12.8807954,77.6010262,apartment,HULIMAVU,3.0793054986529667,2.721915760061642,15,872
14594,Bhagyalakshmi Avenue,12.8732646,77.6011366,apartment,HULIMAVU,3.805808624253743,3.3363358381290977,18,1077
14595,"Venugopal building , Hulimavu",12.8773275,77.6015722,apartment,HULIMAVU,3.4352821809427083,3.028818989103448,17,1017
14597,Shri Ganapati Krupa Apartment,12.8758313,77.6071773,apartment,HULIMAVU,3.918454522746038,3.587403322716341,19,1149
14598,BILIYA PURADAVARA MANE,12.8748528,77.5999753,apartment,HULIMAVU,3.5912480519021517,3.1197792729350824,18,1054
14599,Shrihari Niwas,12.8753244,77.6044272,apartment,HULIMAVU,3.7897925165184123,3.4052248585343934,19,1119
14600,Arvind Kapila Apartment,12.8817567,77.5944876,apartment,HULIMAVU,2.6440374519568515,2.148783752037397,14,866
14601,Shravanthi Pristine,12.8802814,77.5933509,apartment,HULIMAVU,2.7530142788236325,2.2073496839520153,16,970
14602,Manali,12.87188,77.595354,apartment,HULIMAVU,3.708090228721111,3.1223620307033606,17,1008
14603,Lakshmi Harinivas,12.8772397,77.6117087,apartment,HULIMAVU,4.124476328321723,3.884506243784047,18,1094
14604,JK Residency Apartments,12.8826556,77.5947274,apartment,HULIMAVU,2.562813498035599,2.0892789182253284,14,842
14605,Aryabhatta Apartment,12.8817104,77.5999652,apartment,HULIMAVU,2.930670939862784,2.5683783699174487,15,871
14606,Shree Kumara Krupa Residency,12.872582,77.6017007,apartment,HULIMAVU,3.9013662159206723,3.433802971444548,18,1103
14608,Shravanthi Graces,12.8815567,77.5926439,apartment,HULIMAVU,2.594029786277058,2.046972843817776,17,1036
14609,Sipani Pennantia,12.8676791,77.598104,apartment,HULIMAVU,4.245897123269717,3.674786184095564,18,1052
14610,NR apartment,12.8757203,77.6048806,apartment,HULIMAVU,3.781047003695153,3.410170473290581,19,1136
14611,New home,12.8755375,77.6082498,apartment,HULIMAVU,4.016196480973764,3.6974334748720894,18,1105
14612,Manohar's Dwelling,12.8771835,77.6041947,apartment,HULIMAVU,3.6051118074722175,3.2451803391598455,18,1056
14613,Om Nandini,12.874128,77.6019222,apartment,HULIMAVU,3.7615572024979818,3.3165842396154512,18,1098
14615,Klassik Benchmark Apartments,12.8718438,77.5963279,apartment,HULIMAVU,3.7451761827602272,3.176253671036309,16,976
14617,Shree Niliaya - Hulimavu,12.8792876,77.5993609,apartment,HULIMAVU,3.125494625233179,2.705412569579754,15,880
14618,Ellikcal residency,12.8762874,77.605855,apartment,HULIMAVU,3.79138277522598,3.4458309472113937,19,1128
14619,Pinaki Dhara House,12.8759141,77.5997507,apartment,HULIMAVU,3.4751104138834545,3.0129465080754017,16,982
14620,Irfan's Home,12.8745959,77.6007093,apartment,HULIMAVU,3.6531391126367865,3.1921203993723197,18,1077
14621,"61, Athreyasa, 3rd cross, Krishna layout, Hulimavu",12.8763743,77.6040011,apartment,HULIMAVU,3.667152953798727,3.290936077992115,18,1077
14622,Gururaja Nest,12.8747992,77.5992334,apartment,HULIMAVU,3.5610118085168754,3.074877003745384,17,1023
14623,Raju B N,12.8677454,77.5995169,apartment,HULIMAVU,4.292667980038995,3.743684360934856,21,1239
14625,SPR Residency,12.8794822,77.6062982,apartment,HULIMAVU,3.5436106500775,3.260993603854312,17,1006
14626,Sri Balaji Nilayam,12.8750747,77.6044527,apartment,HULIMAVU,3.8144392873523394,3.4266741838800856,19,1126
14627,Gurupriya Kiran Apartment %E0%B2%97%E0%B3%81%E0%B2%B0%E0%B3%81%E0%B2%AA%E0%B3%8D%E0%B2%B0%E0%B2%BF%E0%B2%AF %E0%B2%95%E0%B2%BF%E0%B2%B0%E0%B2%A3%E0%B3%8D %E0%B2%85%E0%B2%AA%E0%B2%BE%E0%B2%B0%E0%B3%8D%E0%B2%9F%E0%B3%8D%E0%B2%AE%E0%B3%86%E0%B2%82%E0%B2%9F%E0%B3%8D%E0%B2%B8,12.8827374,77.6141871,apartment,HULIMAVU,3.9267523561693674,3.8227744752034405,18,1053
14630,Capstone Life Estrella Terraces,12.8796499,77.5953543,apartment,HULIMAVU,2.8964028147927365,2.390997231844171,15,922
14631,Shri Gauri Ganpati,12.8746331,77.5996349,apartment,HULIMAVU,3.5966414973903427,3.116092381843972,17,1041
14633,Rajanna,12.8749707,77.6009937,apartment,HULIMAVU,3.6309253696461115,3.1799564593770393,18,1071
14634,Saraswathi building,12.8758995,77.6037689,apartment,HULIMAVU,3.697057488848969,3.3095013840392085,18,1091
14635,%23365,12.8751019,77.6051626,apartment,HULIMAVU,3.8550006450045093,3.4796967601102033,19,1148
14636,Pranav Building,12.879911,77.6140996,apartment,HULIMAVU,4.113526808223579,3.9529564862968,19,1132
14638,KVR Lotus,12.8802186,77.6030025,apartment,HULIMAVU,3.2561107865629135,2.9275947888532343,15,923
14640,Sai Nivas Apartments By Sri Tirumala Construtions,12.8833889,77.6016111,apartment,HULIMAVU,2.8849065551298807,2.59507027845463,14,841
14641,Sai Arcade,12.8770326,77.606487,apartment,HULIMAVU,3.767123244714977,3.444229844786926,18,1109
14642,Crescent Project 6,12.8769898,77.5962167,apartment,HULIMAVU,3.205441249076826,2.6849667924925407,15,877
14643,Mantri Residency,12.871125,77.5946656,apartment,HULIMAVU,3.7667777917602248,3.163828279795039,17,1001
14644,Comfort Dynasty,12.8816308,77.6013331,apartment,HULIMAVU,3.022401269966861,2.6881703661436784,15,896
14645,Lakshmi Residency,12.8824506,77.6018145,apartment,HULIMAVU,2.980588400182866,2.6738811975476984,14,862
14646,BABU Towers,12.8756029,77.6077384,apartment,HULIMAVU,3.9759474210840917,3.6502285074480922,20,1190
14647,Arvinds Sowparnika Apartment,12.8836379,77.6019753,apartment,HULIMAVU,2.8882953836828342,2.6119749830100942,14,828
14649,Sanju nilaya,12.8793209,77.6067531,apartment,HULIMAVU,3.589426262771812,3.3114407672690476,17,1034
14650,"84%2F2 , Ravi Reddy building",12.878769,77.5987094,apartment,HULIMAVU,3.1416429125384813,2.6991639350392336,15,906
14652,K Narayana Reddy Apartment,12.8792039,77.6113914,apartment,HULIMAVU,3.946831333013094,3.7374902355251183,18,1069
14654,Vasavi Apartment,12.877922,77.6065397,apartment,HULIMAVU,3.69348790742174,3.3866157179109773,18,1095
14655,Eternity Heritage,12.8793727,77.5943892,apartment,HULIMAVU,2.8863487550531945,2.3543024180799006,16,977
14656,Indira Nest,12.8737223,77.6014641,apartment,HULIMAVU,3.7773093158696023,3.3191200032361867,19,1125
14658,Green Meadow Apartment,12.8790171,77.6113486,apartment,HULIMAVU,3.9578274257603137,3.744432307510317,18,1081
14659,Chandra Brokotoky,12.8671008,77.5977812,apartment,HULIMAVU,4.295146903988746,3.715222405150803,18,1069
14660,Bhagyalaxmi avenue,12.8787985,77.6139401,apartment,HULIMAVU,4.181054515486853,3.998053682889093,19,1122
14662,Cornter Stone 2,12.8777036,77.6041962,apartment,HULIMAVU,3.558123985228965,3.2068117819750848,17,1021
14665,S R RESIDENCY,12.8801414,77.6028622,apartment,HULIMAVU,3.253920448411089,2.921195040692655,15,921
14666,Heritage Apartment,12.8645368,77.5959031,apartment,HULIMAVU,4.508394484154814,3.8869437757843657,19,1166
14667,Dheeksha Mansion,12.8743323,77.6066371,apartment,HULIMAVU,4.016948539337075,3.6546356858952107,20,1213
14668,Padmaadev Phalguni apartment,12.883487,77.6028785,apartment,HULIMAVU,2.964282790272257,2.7028747035462684,14,832
14669,GANGOTHRI,12.8692219,77.5975115,apartment,HULIMAVU,4.062744856451735,3.493419200575569,17,1018
14671,DS %26 Jaks Needs3 Project 276,12.8708191,77.5965975,apartment,HULIMAVU,3.862416022152861,3.2900548798919704,16,986
14672,Prabhavati Divine,12.8789751,77.6109004,apartment,HULIMAVU,3.9261885855044287,3.7057106730889324,18,1052
14673,Sahana Enclave,12.8815927,77.6030775,apartment,HULIMAVU,3.1401656480098468,2.8406801047398447,15,902
14675,Pradhan Pelican,12.8798074,77.6112114,apartment,HULIMAVU,3.8866032493892106,3.686112890607132,18,1096
14677,"TKN RIDGE APARTMENT, hulimavu, Bannerghatta Road",12.8775022,77.6114655,apartment,HULIMAVU,4.08518195857903,3.846347400992182,18,1094
14678,Anexa Infinia Apartment,12.8802823,77.6058437,apartment,HULIMAVU,3.4440726853227344,3.1690741631185,17,996
14680,Mourya apartment,12.8784075,77.6051789,apartment,HULIMAVU,3.559340832921273,3.2376693158463157,18,1055
14682,Sakhi Homes,12.876925,77.603243,apartment,HULIMAVU,3.5705022893494767,3.189201675616746,17,1042
14684,Glen Wood Apartments,12.889201,77.6049677,apartment,HULIMAVU,2.6959120777220944,2.629059156370936,12,743
14686,Meenakshi Lake View Apartment,12.8644052,77.5880387,apartment,HULIMAVU,4.377917241349725,3.656146179213209,19,1162
14687,MBR Scapple,12.8619917,77.5882696,apartment,HULIMAVU,4.647410805963739,3.9247193565723864,20,1203
14689,SKY Homes,12.8849986,77.5951799,apartment,HULIMAVU,2.350389893876985,1.9375677618068627,13,752
14691,V2 Vaibhav,12.8813426,77.6047839,apartment,HULIMAVU,3.2797421997664657,3.0073341826002085,16,930
14694,BHK PHARMA,12.876134,77.598794,apartment,HULIMAVU,3.4066672129428994,2.928555026414082,16,947
14698,Meenakshi Enclave,12.8638536,77.5889549,apartment,HULIMAVU,4.447537152836856,3.7353228322098597,19,1164
14700,Sri Sai Chaithanya Anugraha,12.8776447,77.6049918,apartment,HULIMAVU,3.6144551935425238,3.276303166359718,17,1048
14702,Vinayaka Paradise,12.8681495,77.5765471,apartment,HULIMAVU,4.054279197957911,3.2344926815842303,15,903
14704,Davana Homes,12.8939766,77.6074866,apartment,HULIMAVU,2.6641280603207655,2.781570429918071,13,789
14706,Home,12.885501,77.5902577,apartment,HULIMAVU,2.098471947157088,1.5393181490532866,9,534
14707,Chris Aravind Residency,12.8789124,77.6123941,apartment,HULIMAVU,4.04825085059919,3.847223390231312,18,1091
14708,Home Hulimavu,12.8821244,77.5944624,apartment,HULIMAVU,2.605337924753678,2.1154671188923033,14,857
14709,Anugraha homes,12.8838257,77.585351,apartment,HULIMAVU,2.2064158117345585,1.4829156717069785,8,489
14711,Pg,12.8811403,77.5989471,apartment,HULIMAVU,2.9251849357102335,2.528755861557903,14,833
14712,Vedant Projects,12.8809146,77.5994144,apartment,HULIMAVU,2.9729942468648947,2.582870105286297,14,833
14714,Restuarant,12.8671407,77.5979188,apartment,HULIMAVU,4.295783582969115,3.718191708648469,18,1063
14715,Hulimavu,12.8718155,77.6021817,apartment,HULIMAVU,4.001064102426334,3.5329865779071343,18,1068
14717,Mariyamma Temple,12.8732284,77.6004414,apartment,HULIMAVU,3.7753928781573496,3.293166523769965,18,1073
14718,TKN Estates %26 Projects,12.8872957,77.5781047,apartment,HULIMAVU,1.967996950457853,1.1323194636896663,8,465
14720,Muthurayya Swamy Layout,12.8750217,77.6013407,apartment,HULIMAVU,3.644067977128103,3.200174909746301,18,1055
14721,Meenakshi Layout Phase 2,12.8673324,77.5921417,apartment,HULIMAVU,4.113432297275904,3.4516197240163407,18,1089
14722,ETERNITY STRUCTURES PRIVATE LIMITED,12.9263769,77.5868473,apartment,HULIMAVU,2.5332496267368168,3.3361504560687987,15,898
14723,"No. 251, Himagiri Meadows",12.8641132,77.5910844,apartment,HULIMAVU,4.447099546451764,3.7609152067070855,18,1080
14724,Krishna Layout,12.8785107,77.6067768,apartment,HULIMAVU,3.659505843327762,3.3670168623571426,18,1056
14725,Hulimavu Police Station,12.8767372,77.6001092,apartment,HULIMAVU,3.4125671549336936,2.9687171171883473,16,972
14726,M%2Fs Vandhana Developers,12.9116126,77.5861184,apartment,HULIMAVU,0.8918415671896027,1.7122266242856425,10,583
14729,Apollo Diagnostics,12.8654597,77.5981629,apartment,HULIMAVU,4.481269330511782,3.8965246796481234,18,1097
14732,Christ University Bannerghatta Road Campus,12.8778133,77.5957995,apartment,HULIMAVU,3.1035714927719287,2.584085432997684,14,864
14733,Shravanthi Group,12.9215622,77.5846991,apartment,HULIMAVU,1.9902922022985323,2.7745174430480475,13,770
14734,SLV Motors (Bike%2FScooter Service Center),12.8647825,77.5985661,apartment,HULIMAVU,4.5665982237190965,3.983443512798219,19,1114
14735,Synergy Sunshine Apartments,12.869735,77.5937101,apartment,KALENA_AGRAHARA,3.889072226165548,3.261978612192454,20,1184
14736,Pragathi Apartments,12.8754441,77.5920183,apartment,KALENA_AGRAHARA,3.2288116265342186,2.6070560334565918,17,1044
