Place_name,Latitude,Longitude,Category,Region
Kababish Family Restaurant,12.909393,77.606414,Restaurant,"BTM Layout, Bengaluru"
Holy Smoke,12.9102341,77.609868,Restaurant,"BTM Layout, Bengaluru"
Indus Restaurant,12.9177027,77.6125097,Restaurant,"BTM Layout, Bengaluru"
New Friends Restaurant,12.9166857,77.6123238,Restaurant,"BTM Layout, Bengaluru"
Shahi Mezban Restaurant,12.9118602,77.6021912,Restaurant,"BTM Layout, Bengaluru"
Ruh's kitchen,12.913874,77.606082,Restaurant,"BTM Layout, Bengaluru"
SPICY PLATTER,12.9117683,77.6016559,Restaurant,"BTM Layout, Bengaluru"
Beijing Bites,12.9131297,77.6101327,Restaurant,"BTM Layout, Bengaluru"
Adyar Ananda Bhavan Sweets - BTM Layout,12.9168674,77.6094838,Restaurant,"BTM Layout, Bengaluru"
Sree Food Paradise Best restaurant in BTM 2nd Stage.,12.9141701,77.6131298,Restaurant,"BTM Layout, Bengaluru"
Gyani Da Punjabi Dhaba,12.9162188,77.6122845,Restaurant,"BTM Layout, Bengaluru"
Dhansagar Coastal Restaurant,12.9135333,77.6065829,Restaurant,"BTM Layout, Bengaluru"
Dwaraka Andhra Style,12.9137569,77.6092301,Restaurant,"BTM Layout, Bengaluru"
Saltlake,12.9060801,77.6127085,Restaurant,"BTM Layout, Bengaluru"
Manchu Cafe,12.9139173,77.6110346,Restaurant,"BTM Layout, Bengaluru"
Indian Molaga Restaurant,12.9055948,77.6114379,Restaurant,"BTM Layout, Bengaluru"
Awesome Foods%E2%84%A2,12.920712,77.6134449,Restaurant,"BTM Layout, Bengaluru"
Abhiruchi,12.9139635,77.6084515,Restaurant,"BTM Layout, Bengaluru"
Taj Restaurant,12.911938,77.6079784,Restaurant,"BTM Layout, Bengaluru"
Krishna Vaibhava,12.9164864,77.6055819,Restaurant,"BTM Layout, Bengaluru"
Dwaraka krishna restaurant,12.9204503,77.6106606,Restaurant,"BTM Layout, Bengaluru"
Kalingas,12.9074384,77.6108242,Restaurant,"BTM Layout, Bengaluru"
Udupi Sagar,12.9194696,77.6130243,Restaurant,"BTM Layout, Bengaluru"
Udupi Sagar,12.9194696,77.6130243,Restaurant,"BTM Layout, Bengaluru"
Narmada's Hyderabad Biryani,12.9168393,77.6069422,Restaurant,"BTM Layout, Bengaluru"
Best Food Forever (BFF),12.9169689,77.6118764,Restaurant,"BTM Layout, Bengaluru"
Bathinda Junction BTM,12.9053038,77.6092822,Restaurant,"BTM Layout, Bengaluru"
Puneri Katta,12.9134707,77.6083315,Restaurant,"BTM Layout, Bengaluru"
KOLKATA CAFE,12.9090092,77.6141377,Restaurant,"BTM Layout, Bengaluru"
A2B Veg,12.9168886,77.6095129,Restaurant,"BTM Layout, Bengaluru"
"Bowlsome, Btm",12.9108983,77.610008,Restaurant,"BTM Layout, Bengaluru"
Dev's Gugababa Bengali Restaurant,12.9148187,77.6055788,Restaurant,"BTM Layout, Bengaluru"
Udupi Athithya BTM,12.9170335,77.6029254,Restaurant,"BTM Layout, Bengaluru"
Basava Hotel,12.9142782,77.6131414,Restaurant,"BTM Layout, Bengaluru"
Andhra Mess,12.9116032,77.6005295,Restaurant,"BTM Layout, Bengaluru"
"Restro 99, BTM",12.9246318,77.6069323,Restaurant,"BTM Layout, Bengaluru"
Northern Kitchen's,12.9136063,77.6040983,Restaurant,"BTM Layout, Bengaluru"
Nandanam Family Restaurant,12.9231622,77.6136099,Restaurant,"BTM Layout, Bengaluru"
Gorbandh ( The Royal Taste of Rajasthan ),12.9078589,77.6108672,Restaurant,"BTM Layout, Bengaluru"
Real Taste Food House,12.9140168,77.6092778,Restaurant,"BTM Layout, Bengaluru"
Easy Bites,12.9167161,77.6126177,Restaurant,"BTM Layout, Bengaluru"
kismat restaurant,12.9170286,77.6187061,Restaurant,"BTM Layout, Bengaluru"
Cardamom,12.9118998,77.6027763,Restaurant,"BTM Layout, Bengaluru"
Sagar Fast Food,12.917437,77.6124443,Restaurant,"BTM Layout, Bengaluru"
Morning Star,12.9169696,77.6118573,Restaurant,"BTM Layout, Bengaluru"
Appana Restaurant,12.9072768,77.6055868,Restaurant,"BTM Layout, Bengaluru"
Cafe Blanca House,12.9145456,77.6125048,Restaurant,"BTM Layout, Bengaluru"
Zengi Pub Restaurant,12.9139769,77.6089323,Restaurant,"BTM Layout, Bengaluru"
King Punjabi Restaurant,12.9180854,77.6126763,Restaurant,"BTM Layout, Bengaluru"
RSP Restaurant,12.9217096,77.6093126,Restaurant,"BTM Layout, Bengaluru"
LADDOOS,12.9136472,77.6101698,Restaurant,"BTM Layout, Bengaluru"
Coco Barista,12.9140597,77.6108228,Restaurant,"BTM Layout, Bengaluru"
Kattappa Andhra Style,12.9164683,77.6055725,Restaurant,"BTM Layout, Bengaluru"
Grill-Biryanis BTM layout,12.9115098,77.6064922,Restaurant,"BTM Layout, Bengaluru"
Biryani Cafe,12.9169279,77.6124876,Restaurant,"BTM Layout, Bengaluru"
14 Districts,12.9164412,77.6042758,Restaurant,"BTM Layout, Bengaluru"
Paratha Plaza,12.9057382,77.6063839,Restaurant,"BTM Layout, Bengaluru"
Amruth Bar and Restaurant,12.9077337,77.6040507,Restaurant,"BTM Layout, Bengaluru"
New South Corner,12.9102981,77.6064321,Restaurant,"BTM Layout, Bengaluru"
C.K. Mega Hot Food,12.9142382,77.6099956,Restaurant,"BTM Layout, Bengaluru"
THE BIRYANI STORY,12.9137711,77.6064371,Restaurant,"BTM Layout, Bengaluru"
Elays restaurants,12.9094065,77.6108551,Restaurant,"BTM Layout, Bengaluru"
Andhra Gunpowder,12.9097057,77.6036896,Restaurant,"BTM Layout, Bengaluru"
"Vegetarea, Btm",12.9167161,77.6126177,Restaurant,"BTM Layout, Bengaluru"
Manasa Family Restaurant,12.9227084,77.6144114,Restaurant,"BTM Layout, Bengaluru"
Darshan Paradise Restaurant,12.9217425,77.6110669,Restaurant,"BTM Layout, Bengaluru"
Balaji Kitchen's,12.9103403,77.6024939,Restaurant,"BTM Layout, Bengaluru"
Mayur Andhra Style Family Restaurant,12.9209709,77.6201272,Restaurant,"BTM Layout, Bengaluru"
Vyanjan,12.91312,77.609866,Restaurant,"BTM Layout, Bengaluru"
Lunch Box BTM Layout,12.909069,77.606539,Restaurant,"BTM Layout, Bengaluru"
Jamshedpuriya,12.9098753,77.6064097,Restaurant,"BTM Layout, Bengaluru"
Gully chats,12.9135263,77.6083,Restaurant,"BTM Layout, Bengaluru"
Shiva's Mess Veg,12.9198356,77.6111654,Restaurant,"BTM Layout, Bengaluru"
Rbp %E2%80%93 Green Garden Pub Bar %26 Restaurant,12.9052902,77.6106643,Restaurant,"BTM Layout, Bengaluru"
"Gr Foods, Btm",12.9253134,77.6089241,Restaurant,"BTM Layout, Bengaluru"
Amontron,12.9119043,77.6064777,Restaurant,"BTM Layout, Bengaluru"
Ghar Ka Khaana,12.9142148,77.6121013,Restaurant,"BTM Layout, Bengaluru"
The Arabian Nights Restaurant,12.9188954,77.6128736,Restaurant,"BTM Layout, Bengaluru"
BOX2EAT,12.9230103,77.61556,Restaurant,"BTM Layout, Bengaluru"
Champaran Spice,12.9139507,77.610946,Restaurant,"BTM Layout, Bengaluru"
Srivari Mess Andhra Style,12.9118648,77.6064576,Restaurant,"BTM Layout, Bengaluru"
seekh kebab recipes,12.9140425,77.6101851,Restaurant,"BTM Layout, Bengaluru"
Castle Restaurant,12.9269309,77.6157478,Restaurant,"BTM Layout, Bengaluru"
seekh kebab recipes,12.9140425,77.6101851,Restaurant,"BTM Layout, Bengaluru"
Castle Restaurant,12.9269309,77.6157478,Restaurant,"BTM Layout, Bengaluru"
AL - TAJ RESTAURANT,12.912911,77.609857,Restaurant,"BTM Layout, Bengaluru"
"Bombay Toastee, Btm",12.9165286,77.6106402,Restaurant,"BTM Layout, Bengaluru"
NEW ARAMANE DONNE BIRIYANI (BTM),12.9137478,77.6091755,Restaurant,"BTM Layout, Bengaluru"
Otturuli multi cuisine restaurant,12.9109148,77.609656,Restaurant,"BTM Layout, Bengaluru"
Udupi Gokul Cafe,12.9163603,77.6031364,Restaurant,"BTM Layout, Bengaluru"
Tarbouche,12.9167902,77.6103972,Restaurant,"BTM Layout, Bengaluru"
VENKY'S FOOD COURT,12.9120222,77.6024884,Restaurant,"BTM Layout, Bengaluru"
Hotel BTM,12.9168184,77.6032786,Restaurant,"BTM Layout, Bengaluru"
"Hotel Sharavathi, BTM",12.9164424,77.6164707,Restaurant,"BTM Layout, Bengaluru"
STORIES BREWERY %26 KITCHEN,12.9056972,77.6085236,Restaurant,"BTM Layout, Bengaluru"
Nandi Chats Bhandar,12.9136876,77.6077287,Restaurant,"BTM Layout, Bengaluru"
Savoury Restaurant,12.9260762,77.6169497,Restaurant,"BTM Layout, Bengaluru"
Z family restaurant,12.9224804,77.6033183,Restaurant,"BTM Layout, Bengaluru"
The Bowl Cafe,12.916935,77.6124986,Restaurant,"BTM Layout, Bengaluru"
Dakshin Biriyanis,12.9161168,77.6102023,Restaurant,"BTM Layout, Bengaluru"
Limra eating point,12.9199865,77.6002883,Restaurant,"BTM Layout, Bengaluru"
New Tasty Cafeteria,12.9218997,77.6144156,Restaurant,"BTM Layout, Bengaluru"
Hotel Swadishta Aahar,12.9138708,77.6102354,Restaurant,"BTM Layout, Bengaluru"
Mithai Vatika,12.9163236,77.6112571,Restaurant,"BTM Layout, Bengaluru"
Taste of Darjeeling,12.9177784,77.6053632,Restaurant,"BTM Layout, Bengaluru"
Pathaan Sir,12.9140983,77.6102212,Restaurant,"BTM Layout, Bengaluru"
Hotel Swadishta Aahar,12.9138708,77.6102354,Restaurant,"BTM Layout, Bengaluru"
Nawabs 9 cafe %26 coolbar,12.9212799,77.6110204,Restaurant,"BTM Layout, Bengaluru"
"Sandwich Central, Btm",12.9057105,77.6117494,Restaurant,"BTM Layout, Bengaluru"
MENU PUNJABI,12.9162018,77.6057155,Restaurant,"BTM Layout, Bengaluru"
Abhiruchi Hotels,12.9151351,77.6154202,Restaurant,"BTM Layout, Bengaluru"
NAGASARO Family Restaurant,12.919897,77.6100335,Restaurant,"BTM Layout, Bengaluru"
Sarovar Non - Veg Restaurant,12.9269464,77.6157592,Restaurant,"BTM Layout, Bengaluru"
Ashirvaad Grand,12.9254961,77.6088684,Restaurant,"BTM Layout, Bengaluru"
BOX8- Desi Meals %7C Order Food Online,12.9142214,77.609894,Restaurant,"BTM Layout, Bengaluru"
Food,12.9164172,77.6041597,Restaurant,"BTM Layout, Bengaluru"
AMBUR STAR BRIYANI %C2%AE SINCE 1890,12.9163328,77.611354,Restaurant,"BTM Layout, Bengaluru"
Nethravathi Bar and Restaurant,12.9194352,77.6177216,Restaurant,"BTM Layout, Bengaluru"
RK Fresh Food,12.9089949,77.6040225,Restaurant,"BTM Layout, Bengaluru"
Kolkata Katti King Rolls %26 Momos,12.9169651,77.6123239,Restaurant,"BTM Layout, Bengaluru"
Texas Burgers,12.9130455,77.6129549,Restaurant,"BTM Layout, Bengaluru"
Ekdum hyderabadi,12.9052111,77.6092884,Restaurant,"BTM Layout, Bengaluru"
Singh Punjabi Restaurant,12.9241368,77.614576,Restaurant,"BTM Layout, Bengaluru"
Chaigram,12.913825,77.6093249,Restaurant,"BTM Layout, Bengaluru"
Kolkata Biryani Cafe,12.913652,77.6092326,Restaurant,"BTM Layout, Bengaluru"
Paharganj Ke Chole Bhature,12.9139489,77.6109233,Restaurant,"BTM Layout, Bengaluru"
GV HOME FOODS,12.9239332,77.6107553,Restaurant,"BTM Layout, Bengaluru"
Gangothri Bar %26 Restaurant,12.9195043,77.6128299,Restaurant,"BTM Layout, Bengaluru"
Masala Express,12.9078383,77.6011026,Restaurant,"BTM Layout, Bengaluru"
Nuty,12.9165286,77.6106402,Restaurant,"BTM Layout, Bengaluru"
BENDAKALURU DONNE BIRIYANI,12.9096991,77.6064335,Restaurant,"BTM Layout, Bengaluru"
Exotic Biryani,12.9069598,77.6060526,Restaurant,"BTM Layout, Bengaluru"
Hotel Adhve,12.9111599,77.6001944,Restaurant,"BTM Layout, Bengaluru"
Sri Banashankari Donne Biryani,12.9139484,77.6084551,Restaurant,"BTM Layout, Bengaluru"
"IM Vadapav, BTM Layout",12.9157677,77.6099841,Restaurant,"BTM Layout, Bengaluru"
Vishnu Park Hotel,12.9145615,77.6159037,Restaurant,"BTM Layout, Bengaluru"
Chandramohan Bar,12.9204337,77.6105929,Restaurant,"BTM Layout, Bengaluru"
Namma RiceBath @ Maha Bhojan,12.9150477,77.6099778,Restaurant,"BTM Layout, Bengaluru"
Chaat Street,12.9164929,77.6042526,Restaurant,"BTM Layout, Bengaluru"
Uttara karnataka Food Store,12.9177341,77.6126549,Restaurant,"BTM Layout, Bengaluru"
BOMBAY PAV BHAJI AND TAWA BUTTER PULAV,12.9138296,77.609987,Restaurant,"BTM Layout, Bengaluru"
Sm Shawarama Hut,12.9140795,77.6108233,Restaurant,"BTM Layout, Bengaluru"
Kerabistro,12.9177929,77.6053647,Restaurant,"BTM Layout, Bengaluru"
The Gutfull Cafe,12.9178207,77.6076504,Restaurant,"BTM Layout, Bengaluru"
Thottathil Food House,12.9266707,77.6149404,Restaurant,"BTM Layout, Bengaluru"
The Legends cafe,12.9140551,77.6088845,Restaurant,"BTM Layout, Bengaluru"
AL-BEK,12.9165534,77.5983999,Restaurant,"BTM Layout, Bengaluru"
BTM DONNE BIRIYANI,12.9206784,77.6108688,Restaurant,"BTM Layout, Bengaluru"
Kullad Cafe,12.9126052,77.6099464,Restaurant,"BTM Layout, Bengaluru"
Savoury Sea Shell,12.9266358,77.616163,Restaurant,"BTM Layout, Bengaluru"
J N Hotel,12.9211714,77.6089184,Restaurant,"BTM Layout, Bengaluru"
Prasanna bar and restaurant,12.9091486,77.6095039,Restaurant,"BTM Layout, Bengaluru"
Domino's Pizza,12.9141012,77.6094966,Restaurant,"BTM Layout, Bengaluru"
New grand,12.9235437,77.618538,Restaurant,"BTM Layout, Bengaluru"
Kathi Roll Point,12.9142638,77.6100056,Restaurant,"BTM Layout, Bengaluru"
SWARAN%E2%80%99S Swad Punjab Da,12.9151594,77.6054763,Restaurant,"BTM Layout, Bengaluru"
McDonald's,12.9158293,77.6102908,Restaurant,"BTM Layout, Bengaluru"
Indian Burgers - BTM Layout,12.906985,77.606068,Restaurant,"BTM Layout, Bengaluru"
La Pino'z Pizza,12.9137846,77.6091829,Restaurant,"BTM Layout, Bengaluru"
Food Junction,12.9138027,77.6120876,Restaurant,"BTM Layout, Bengaluru"
Wow Momos,12.914071,77.609258,Restaurant,"BTM Layout, Bengaluru"
Gelato Paradise %26 Pizza Monk,12.9150183,77.6101848,Restaurant,"BTM Layout, Bengaluru"
Bao %26 grill,12.907921,77.6013665,Restaurant,"BTM Layout, Bengaluru"
Wow Momos,12.914071,77.609258,Restaurant,"BTM Layout, Bengaluru"
Gelato Paradise %26 Pizza Monk,12.9150183,77.6101848,Restaurant,"BTM Layout, Bengaluru"
Bao %26 grill,12.907921,77.6013665,Restaurant,"BTM Layout, Bengaluru"
Modern Vada pav centre,12.9139764,77.6083186,Restaurant,"BTM Layout, Bengaluru"
Fish Shop,12.9162086,77.6101872,Restaurant,"BTM Layout, Bengaluru"
Krithi Bar %26 Restaurant,12.9216995,77.6111326,Restaurant,"BTM Layout, Bengaluru"
"Gorbandh Sweets %26 Snacks, Btm",12.9166713,77.6100603,Restaurant,"BTM Layout, Bengaluru"
Chai Venue,12.9137747,77.6090129,Restaurant,"BTM Layout, Bengaluru"
Jaipur Cafe,12.9140844,77.610817,Restaurant,"BTM Layout, Bengaluru"
Avon Pub and Kitchen,12.9160803,77.6102049,Restaurant,"BTM Layout, Bengaluru"
Juice shop,12.9159885,77.6121427,Restaurant,"BTM Layout, Bengaluru"
Tirupati Pure Veg,12.9122965,77.614985,Restaurant,"BTM Layout, Bengaluru"
Domino's Pizza,12.9197487,77.6121845,Restaurant,"BTM Layout, Bengaluru"
URU Brewpark,12.9057902,77.6011865,Restaurant,"BTM Layout, Bengaluru"
THE BTM FOOD CORNER,12.9167161,77.6126177,Restaurant,"BTM Layout, Bengaluru"
Malabar Cafe,12.9309056,77.6096739,Restaurant,"BTM Layout, Bengaluru"
The Lassi Bar,12.914342,77.609881,Restaurant,"BTM Layout, Bengaluru"
Garam Matka BTM Layout,12.9140993,77.6103004,Restaurant,"BTM Layout, Bengaluru"
Tasty Bakes,12.9177782,77.6068184,Restaurant,"BTM Layout, Bengaluru"
Swarnaloka Bar,12.916765,77.6034732,Restaurant,"BTM Layout, Bengaluru"
Food junction,12.9310079,77.6070668,Restaurant,"BTM Layout, Bengaluru"
Malabar Bay,12.9353276,77.6076455,Restaurant,"BTM Layout, Bengaluru"
FoodMedin,12.9210167,77.6114691,Restaurant,"BTM Layout, Bengaluru"
Chai Days BTM Layout,12.9158339,77.6101877,Restaurant,"BTM Layout, Bengaluru"
Jose Mess - S.G Palya,12.9310468,77.6081796,Restaurant,"BTM Layout, Bengaluru"
"The Biryani Life, Btm",12.9087811,77.6065247,Restaurant,"BTM Layout, Bengaluru"
Frozen Bottle - BTM,12.9158392,77.610251,Restaurant,"BTM Layout, Bengaluru"
Aromatic Chai (Kulladh Chai Tea %7C Chinese %7C Continental %7C Paratha %7C Meals),12.9139128,77.6109151,Restaurant,"BTM Layout, Bengaluru"
Night Forks Btm LAYOUT,12.9206336,77.6108322,Restaurant,"BTM Layout, Bengaluru"
Best Cafe,12.9149059,77.607944,Restaurant,"BTM Layout, Bengaluru"
Kannur Food Point,12.9313932,77.6081374,Restaurant,"BTM Layout, Bengaluru"
"Mra Bakers And Confectionary, Btm",12.9167161,77.6126177,Restaurant,"BTM Layout, Bengaluru"
Brewz Coffee,12.9149854,77.606232,Restaurant,"BTM Layout, Bengaluru"
Bengaluru Box,12.8931875,77.6118125,Restaurant,"BTM Layout, Bengaluru"
"Chhoti Ginger Tea, BTM",12.9138286,77.6093174,Restaurant,"BTM Layout, Bengaluru"
Caf%C3%A9 Coffee Day - Silk Board,12.9165419,77.6197317,Restaurant,"BTM Layout, Bengaluru"
XO Belgian Waffle BTM,12.914049,77.610266,Restaurant,"BTM Layout, Bengaluru"
Public Rooftop Pub,12.8991151,77.6054535,Restaurant,"BTM Layout, Bengaluru"
Adda The Restaurant,12.8945402,77.620319,Restaurant,"BTM Layout, Bengaluru"
Novelty Snacks,12.9139596,77.6109522,Restaurant,"BTM Layout, Bengaluru"
Novelty Snacks,12.9139596,77.6109522,Restaurant,"BTM Layout, Bengaluru"
Quick bites,12.9110948,77.6291553,Restaurant,"BTM Layout, Bengaluru"
Jumbo sandwich,12.9215082,77.6116849,Restaurant,"BTM Layout, Bengaluru"
Kanti Sweets - BTM Layout(Udupi Garden Circle),12.9154327,77.6102206,Restaurant,"BTM Layout, Bengaluru"
Shanghai Court Vijaya Bank Layout,12.8935311,77.6108923,Restaurant,"BTM Layout, Bengaluru"
Temperature Juice Bar,12.9168484,77.6123571,Restaurant,"BTM Layout, Bengaluru"
BTM 705,12.8847133,77.6174784,Restaurant,"BTM Layout, Bengaluru"
Karnatic,12.9066389,77.589636,Restaurant,"BTM Layout, Bengaluru"
Empire Restaurant Koramangala,12.934812,77.6158786,Restaurant,"BTM Layout, Bengaluru"
Yum In My Tum,12.9350955,77.613273,Restaurant,"BTM Layout, Bengaluru"
The Black Pearl Koramangala,12.9344246,77.6159935,Restaurant,"BTM Layout, Bengaluru"
NEW CAKE OF THE DAY,12.9162034,77.6101872,Restaurant,"BTM Layout, Bengaluru"
Zhang's Chinese Restaurant - JP Nagar,12.9104492,77.5912908,Restaurant,"BTM Layout, Bengaluru"
Kanti Sweets - BTM Layout .,12.9229866,77.6144308,Restaurant,"BTM Layout, Bengaluru"
Svadu Pure Ghee Sweets,12.9138393,77.6098598,Restaurant,"BTM Layout, Bengaluru"
1947 Restaurant,12.9060628,77.5867813,Restaurant,"BTM Layout, Bengaluru"
Badmaash Koramangala,12.9348483,77.6138996,Restaurant,"BTM Layout, Bengaluru"
Bamboo Heights,12.9355945,77.6080736,Restaurant,"BTM Layout, Bengaluru"
Taproom By Sherlock's,12.906053,77.5852621,Restaurant,"BTM Layout, Bengaluru"
XOOX Brewmill,12.9355183,77.6151084,Restaurant,"BTM Layout, Bengaluru"
Wow Momo Jyothi Niwas,12.9337374,77.6214606,Restaurant,"BTM Layout, Bengaluru"
home food,12.9219228,77.6074454,Restaurant,"BTM Layout, Bengaluru"
The Reservoire,12.9336441,77.6222162,Restaurant,"BTM Layout, Bengaluru"
Stories Bar %26 Kitchen,12.9135491,77.5855609,Restaurant,"BTM Layout, Bengaluru"
Koramangala Social,12.9355155,77.6141293,Restaurant,"BTM Layout, Bengaluru"
Levels Pub %26 Kitchen,12.9059939,77.5940709,Restaurant,"BTM Layout, Bengaluru"
Simply Indian Family Dining and Bar,12.8795872,77.6097237,Restaurant,"BTM Layout, Bengaluru"
The Bier Library Brewery %26 Kitchen,12.9390885,77.6262088,Restaurant,"BTM Layout, Bengaluru"
Toscano,12.9370714,77.5852888,Restaurant,"BTM Layout, Bengaluru"
Crown restaurant,12.8866563,77.6028465,Restaurant,"BTM Layout, Bengaluru"
Gangothri Bar %26 Restaurant,12.9072347,77.6356689,Restaurant,"BTM Layout, Bengaluru"
Bombay Adda,12.936468,77.6160429,Restaurant,"BTM Layout, Bengaluru"
Thali Restaurants,12.9370127,77.6143997,Restaurant,"BTM Layout, Bengaluru"
The Food Court,12.9353581,77.6295347,Restaurant,"BTM Layout, Bengaluru"
Drava,12.934624,77.615748,Restaurant,"BTM Layout, Bengaluru"
Indigo XP,12.9329237,77.6140399,Restaurant,"BTM Layout, Bengaluru"
Just Bake,12.913832,77.609857,Restaurant,"BTM Layout, Bengaluru"
Dindigul Thalappakatti,12.9120773,77.637969,Restaurant,"BTM Layout, Bengaluru"
Mamtha Elite Apartments,12.9101884,77.7036128,Apartment,"Carmelaram, Bengaluru"
Sri Sai Nilayam Apartment Carmelaram,12.9003773,77.7004752,Apartment,"Carmelaram, Bengaluru"
avigna apartments,12.9039839,77.7029845,Apartment,"Carmelaram, Bengaluru"
Suncity Gloria Apartments,12.9022131,77.7068069,Apartment,"Carmelaram, Bengaluru"
Unnamed apartment,12.9111274,77.7046048,Apartment,"Carmelaram, Bengaluru"
Naishai apartment,12.9068793,77.7041503,Apartment,"Carmelaram, Bengaluru"
Sri Balaji Monarch,12.9046639,77.7053691,Apartment,"Carmelaram, Bengaluru"
Bhanwar Sarjapur- Apartment,12.9117171,77.7001118,Apartment,"Carmelaram, Bengaluru"
Mulberry Woods,12.9056984,77.7047834,Apartment,"Carmelaram, Bengaluru"
Hilife Sunnyside Apartment,12.8958077,77.7014564,Apartment,"Carmelaram, Bengaluru"
VRR Fortuna,12.9042849,77.702812,Apartment,"Carmelaram, Bengaluru"
Sohum II Apartment Complex,12.8960946,77.7016475,Apartment,"Carmelaram, Bengaluru"
Sobha Royal Pavilion,12.8986743,77.7045659,Apartment,"Carmelaram, Bengaluru"
Chethana Meadows,12.8995888,77.7033235,Apartment,"Carmelaram, Bengaluru"
Mana Karmel,12.8952664,77.7064764,Apartment,"Carmelaram, Bengaluru"
S V Symphony Apartments,12.9096288,77.701783,Apartment,"Carmelaram, Bengaluru"
Ahad Meadows,12.8964837,77.7063239,Apartment,"Carmelaram, Bengaluru"
DSR Eden Greens,12.9082724,77.7042985,Apartment,"Carmelaram, Bengaluru"
Chethana Maple,12.8990586,77.7030812,Apartment,"Carmelaram, Bengaluru"
Ambiance Orion,12.8994674,77.7036929,Apartment,"Carmelaram, Bengaluru"
Sai Sahas apartments,12.9033616,77.7051425,Apartment,"Carmelaram, Bengaluru"
JSK Nivaas Apartment,12.8986552,77.7023908,Apartment,"Carmelaram, Bengaluru"
Brigade Parkside East,12.9020374,77.7020217,Apartment,"Carmelaram, Bengaluru"
Mulberry Woods,12.9060773,77.7033599,Apartment,"Carmelaram, Bengaluru"
Clarion Homes,12.9121066,77.700865,Apartment,"Carmelaram, Bengaluru"
Inspira Builders,12.905814,77.7053448,Apartment,"Carmelaram, Bengaluru"
Shivalaya Apartments,12.9060107,77.694967,Apartment,"Carmelaram, Bengaluru"
Sai Krupa,12.9067109,77.7034214,Apartment,"Carmelaram, Bengaluru"
Sai Balaji Elite,12.9131624,77.7025177,Apartment,"Carmelaram, Bengaluru"
Sufyan,12.9108802,77.7122359,Apartment,"Carmelaram, Bengaluru"
Msr Lotuss Apartment,12.9098105,77.6797372,Apartment,"Carmelaram, Bengaluru"
Future plaza,12.8979572,77.7027908,Apartment,"Carmelaram, Bengaluru"
SGR Lavilla,12.9076188,77.6982024,Apartment,"Carmelaram, Bengaluru"
Ahad Opus,12.8987425,77.7090776,Apartment,"Carmelaram, Bengaluru"
Zion House,12.9075582,77.7044947,Apartment,"Carmelaram, Bengaluru"
Carbon Nethaniah,12.9058608,77.7019268,Apartment,"Carmelaram, Bengaluru"
Shobha homes,12.9073668,77.7053638,Apartment,"Carmelaram, Bengaluru"
B M. Greenwoods,12.9054941,77.7018628,Apartment,"Carmelaram, Bengaluru"
SHALOM Apartments,12.9098442,77.6861739,Apartment,"Carmelaram, Bengaluru"
Big Banyan Roots,12.9052333,77.705159,Apartment,"Carmelaram, Bengaluru"
Sun city,12.9042549,77.7070571,Apartment,"Carmelaram, Bengaluru"
"Confident Leo, Block 2",12.9037679,77.7030641,Apartment,"Carmelaram, Bengaluru"
Ann residency,12.9133872,77.701935,Apartment,"Carmelaram, Bengaluru"
Home,12.9045496,77.7027405,Apartment,"Carmelaram, Bengaluru"
Land Capital Primero,12.9049425,77.7052562,Apartment,"Carmelaram, Bengaluru"
MAARQ ALPHA,12.9143455,77.7024496,Apartment,"Carmelaram, Bengaluru"
PNR HOMES,12.9076527,77.6971615,Apartment,"Carmelaram, Bengaluru"
Ashoka Residency,12.9075138,77.6980691,Apartment,"Carmelaram, Bengaluru"
Keerthi Regalia,12.9101459,77.6845514,Apartment,"Carmelaram, Bengaluru"
Tejaswini,12.8994728,77.7023651,Apartment,"Carmelaram, Bengaluru"
"Suncity Gloria Apartment, PICK UP Point, below Carmelaram Bridge, Sarjapur Road, Opposite to Decathlon",12.9045277,77.7066176,Apartment,"Carmelaram, Bengaluru"
Affinity Blossom,12.8972026,77.7015148,Apartment,"Carmelaram, Bengaluru"
Yashoda Enclave,12.9059634,77.7044527,Apartment,"Carmelaram, Bengaluru"
Rumpi's home,12.9123223,77.7012774,Apartment,"Carmelaram, Bengaluru"
Ekdantha Enclave,12.9066548,77.7037111,Apartment,"Carmelaram, Bengaluru"
Chandu Kiran,12.9001814,77.7131563,Apartment,"Carmelaram, Bengaluru"
TKN URBAN NEST HOME,12.9002393,77.700409,Apartment,"Carmelaram, Bengaluru"
Aster,12.8995971,77.7020774,Apartment,"Carmelaram, Bengaluru"
NCN SRIVARI,12.8976264,77.7008136,Apartment,"Carmelaram, Bengaluru"
August Grand,12.9090972,77.6904703,Apartment,"Carmelaram, Bengaluru"
Ramesh Building,12.8978951,77.7020696,Apartment,"Carmelaram, Bengaluru"
Benchmark Serenity Apartment,12.9149511,77.7020646,Apartment,"Carmelaram, Bengaluru"
Nikhar Aventino - Apartments near Ecoworld Tech Park Doddakannelli Bellandur,12.9156027,77.6980774,Apartment,"Carmelaram, Bengaluru"
Om Vyas Home,12.9061014,77.7036103,Apartment,"Carmelaram, Bengaluru"
Chand Alone,12.8986979,77.7023906,Apartment,"Carmelaram, Bengaluru"
Kumari Nivas Apartments,12.9110919,77.6809627,Apartment,"Carmelaram, Bengaluru"
Sukhi Grihokon,12.8970451,77.7023443,Apartment,"Carmelaram, Bengaluru"
DSR Woodwinds,12.9105229,77.6875352,Apartment,"Carmelaram, Bengaluru"
